Removed Pin From Net: NetName=MOSI Pin=R101-1
Removed Pin From Net: NetName=MISO Pin=R103-1
Removed Pin From Net: NetName=SCL Pin=R105-1
Removed Pin From Net: NetName=NetR74_2 Pin=R109-2
Removed Pin From Net: NetName=NetR74_2 Pin=SCLK/CS1-2
Removed Member From Class: ClassName=PWR Member=C2
Removed Member From Class: ClassName=U_Regulators Member=C2
Removed Member From Class: ClassName=U_Gyroscope Member=C3
Removed Member From Class: ClassName=U_Accelerometer Member=C5
Removed Member From Class: ClassName=U_Regulators Member=C5
Removed Member From Class: ClassName=PWR Member=C7
Removed Member From Class: ClassName=U_Accelerometer Member=C7
Removed Member From Class: ClassName=U_Gyroscope Member=C7
Removed Member From Class: ClassName=U_Barometer Member=C8
Removed Member From Class: ClassName=U_Regulators Member=C8
Removed Member From Class: ClassName=U_Gyroscope Member=C15
Removed Member From Class: ClassName=PWR Member=C21
Removed Member From Class: ClassName=U_Gyroscope Member=C21
Removed Member From Class: ClassName=U_Regulators Member=C21
Removed Member From Class: ClassName=PWR Member=C22
Removed Member From Class: ClassName=U_Accelerometer Member=C22
Removed Member From Class: ClassName=U_ADC1 Member=C22
Removed Member From Class: ClassName=U_Magnetometer Member=C22
Removed Member From Class: ClassName=U_Gyroscope Member=C27
Removed Member From Class: ClassName=U_Regulators Member=C36
Removed Member From Class: ClassName=PWR Member=C38
Removed Member From Class: ClassName=ESP Member=C40
Removed Member From Class: ClassName=U_ADC2 Member=C40
Removed Member From Class: ClassName=ESP Member=C43
Removed Member From Class: ClassName=ESP Member=C44
Removed Member From Class: ClassName=U_ADC1 Member=C44
Removed Member From Class: ClassName=ESP Member=C45
Removed Member From Class: ClassName=U_ADC1 Member=C45
Removed Member From Class: ClassName=U_Squib_Managment Member=C45
Removed Member From Class: ClassName=U_Accelerometer Member=C46
Removed Member From Class: ClassName=U_ADC2 Member=C46
Removed Member From Class: ClassName=U_Barometer Member=C46
Removed Member From Class: ClassName=U_Gyroscope Member=C46
Removed Member From Class: ClassName=U_ADC1 Member=C48
Removed Member From Class: ClassName=U_ADC2 Member=C50
Removed Member From Class: ClassName=U_Squib_Managment Member=C50
Removed Member From Class: ClassName=U_Regulators Member=C54
Removed Member From Class: ClassName=U_Regulators Member=C55
Removed Member From Class: ClassName=ESP Member=C58
Removed Member From Class: ClassName=AIN21 Member=CF1
Removed Member From Class: ClassName=AIN11 Member=CF4
Removed Member From Class: ClassName=AIN12 Member=CF8
Removed Member From Class: ClassName=Voltage_Indicator2 Member=D1
Removed Member From Class: ClassName=ERR_Ind1 Member=D6
Removed Member From Class: ClassName=Sep_Ind Member=D7
Removed Member From Class: ClassName=Motor_Ind Member=D9
Removed Member From Class: ClassName=Voltage_Indicator1 Member=D10
Removed Member From Class: ClassName=PWR Member=D14
Removed Member From Class: ClassName=U_ESP power Member=D14
Removed Member From Class: ClassName=Main Member=Q1
Removed Member From Class: ClassName=Motor Member=Q2
Removed Member From Class: ClassName=Sep Member=Q2
Removed Member From Class: ClassName=ESP Member=R5
Removed Member From Class: ClassName=U_ADC1 Member=R5
Removed Member From Class: ClassName=ESP Member=R8
Removed Member From Class: ClassName=U_ESP power Member=R8
Removed Member From Class: ClassName=Main_Ind Member=R13
Removed Member From Class: ClassName=ESP Member=R15
Removed Member From Class: ClassName=ESP Member=R18
Removed Member From Class: ClassName=ESP Member=R19
Removed Member From Class: ClassName=Voltage_Indicator3 Member=R19
Removed Member From Class: ClassName=ESP Member=R20
Removed Member From Class: ClassName=ESP Member=R22
Removed Member From Class: ClassName=ESP Member=R23
Removed Member From Class: ClassName=ESP Member=R24
Removed Member From Class: ClassName=Voltage_Indicator1 Member=R29
Removed Member From Class: ClassName=ESP Member=R31
Removed Member From Class: ClassName=Main Member=R34
Removed Member From Class: ClassName=Motor_Ind Member=R36
Removed Member From Class: ClassName=ERR_Ind2 Member=R37
Removed Member From Class: ClassName=U_ESP power Member=R37
Removed Member From Class: ClassName=ERR_Ind1 Member=R38
Removed Member From Class: ClassName=PWR Member=R38
Removed Member From Class: ClassName=PWR Member=R40
Removed Member From Class: ClassName=U_Regulators Member=R40
Removed Member From Class: ClassName=Voltage_Indicator2 Member=R43
Removed Member From Class: ClassName=PWR Member=R44
Removed Member From Class: ClassName=U_Regulators Member=R44
Removed Member From Class: ClassName=U_ADC1 Member=R45
Removed Member From Class: ClassName=U_Regulators Member=R48
Removed Member From Class: ClassName=Motor Member=R57
Removed Member From Class: ClassName=ESP Member=R58
Removed Member From Class: ClassName=Motor Member=R61
Removed Member From Class: ClassName=U_ADC1 Member=R63
Removed Member From Class: ClassName=ESP Member=R72
Removed Member From Class: ClassName=U_ADC1 Member=R72
